person_id,first_name,last_name,display_first_last,birthdate,country,height,weight,jersey,position,team_id,team_name,team_abbreviation,team_city,from_year,to_year,draft_year,draft_round,draft_number
1887,Wally,Szczerbiak,Wally Szczerbiak,1977-03-05,USA,6-7,240.0,10,Guard-Forward,1610612750,Timberwolves,MIN,Minnesota,1999.0,2008.0,1999,1,6
2657,Yuta,Tabuse,Yuta Tabuse,1980-10-05,USA,5-9,165.0,,Guard,0,,,,2004.0,2004.0,Undrafted,Undrafted,Undrafted
101147,Chris,Taft,Chris Taft,1985-03-10,USA,6-10,261.0,21,Forward,1610612744,Warriors,GSW,Golden State,2005.0,2005.0,2005,2,42
1434,Dragan,Tarlac,Dragan Tarlac,1973-05-09,Serbia,6-11,270.0,12,Center-Forward,1610612741,Bulls,CHI,Chicago,2000.0,2000.0,1995,2,31
78293,Roy,Tarpley,Roy Tarpley,1964-11-28,USA,7-0,230.0,42,Forward,1610612742,Mavericks,DAL,Dallas,1986.0,1994.0,1986,1,7
1630256,Jae'Sean,Tate,Jae'Sean Tate,1995-10-28,USA,6-5,230.0,8,Forward,1610612745,Rockets,HOU,Houston,2020.0,2022.0,Undrafted,Undrafted,Undrafted
1628369,Jayson,Tatum,Jayson Tatum,1998-03-03,USA,6-8,210.0,0,Forward-Guard,1610612738,Celtics,BOS,Boston,2017.0,2022.0,2017,1,3
204002,Edy,Tavares,Edy Tavares,1992-03-22,Cabo Verde,7-3,265.0,40,Center,1610612737,Hawks,ATL,Atlanta,2015.0,2016.0,2014,2,43
78295,Anthony,Taylor,Anthony Taylor,1965-11-30,USA,6-4,175.0,3,Guard,1610612748,Heat,MIA,Miami,1988.0,1988.0,1988,2,44
101182,Donell,Taylor,Donell Taylor,1982-07-26,USA,6-5,193.0,21,Guard,1610612764,Wizards,WAS,Washington,2005.0,2006.0,Undrafted,Undrafted,Undrafted
1627819,Isaiah,Taylor,Isaiah Taylor,1994-07-11,USA,6-3,170.0,22,Guard,1610612737,Hawks,ATL,Atlanta,2016.0,2017.0,2016,,
78297,Jay,Taylor,Jay Taylor,1967-10-03,USA,6-3,190.0,24,Forward,1610612751,Nets,NJN,New Jersey,1989.0,1989.0,Undrafted,Undrafted,Undrafted
78299,Jeff,Taylor,Jeff Taylor,1960-01-01,USA,6-4,175.0,,Guard,1610612745,Rockets,HOU,Houston,1982.0,1986.0,1982,2,42
203106,Jeffery,Taylor,Jeffery Taylor,1989-05-23,Sweden,,,,,0,,,,2012.0,2016.0,2012,2,31
201966,Jermaine,Taylor,Jermaine Taylor,1986-12-08,USA,6-4,210.0,,Guard,0,,,,2009.0,2010.0,2009,2,32
78301,Leonard,Taylor,Leonard Taylor,1966-05-02,USA,6-8,220.0,44,Forward,1610612744,Warriors,GOS,Golden State,1989.0,1989.0,Undrafted,Undrafted,Undrafted
1508,Maurice,Taylor,Maurice Taylor,1976-10-30,USA,6-9,265.0,,Forward-Center,0,,,,1997.0,2006.0,1997,1,14
201446,Mike,Taylor,Mike Taylor,1986-01-21,USA,6-2,165.0,4,Guard,1610612746,Clippers,LAC,Los Angeles,2008.0,2008.0,2008,2,55
1630678,Terry,Taylor,Terry Taylor,1999-09-23,USA,6-4,230.0,32,Forward,1610612741,Bulls,CHI,Chicago,2021.0,2022.0,Undrafted,Undrafted,Undrafted
78303,Vince,Taylor,Vince Taylor,1960-09-11,USA,6-5,180.0,8,Guard,1610612752,Knicks,NYK,New York,1982.0,1982.0,1982,2,34
78304,Terry,Teagle,Terry Teagle,1960-04-10,USA,6-5,195.0,10,Guard,1610612744,Warriors,GOS,Golden State,1982.0,1992.0,1982,1,16
201952,Jeff,Teague,Jeff Teague,1988-06-10,USA,6-3,195.0,5,Guard,1610612737,Hawks,ATL,Atlanta,2009.0,2020.0,2009,1,19
203141,Mirza,Teletovic,Mirza Teletovic,1985-09-17,Bosnia and Herzegovina,6-9,242.0,,Forward,0,,,,2012.0,2017.0,Undrafted,Undrafted,Undrafted
202066,Garrett,Temple,Garrett Temple,1986-05-08,USA,6-6,195.0,41,Guard-Forward,1610612740,Pelicans,NOP,New Orleans,2009.0,2022.0,Undrafted,Undrafted,Undrafted
1628462,Milos,Teodosic,Milos Teodosic,1987-03-19,Serbia,6-5,196.0,,Guard,0,,,,2017.0,2018.0,Undrafted,Undrafted,Undrafted
1629123,Jared,Terrell,Jared Terrell,1995-02-10,USA,6-3,227.0,3,Guard,1610612750,Timberwolves,MIN,Minnesota,2018.0,2018.0,Undrafted,Undrafted,Undrafted
78307,Carlos,Terry,Carlos Terry,1956-06-22,USA,6-4,210.0,12,Guard,1610612764,Bullets,WAS,Washington,1980.0,1982.0,1978,5,104
1631207,Dalen,Terry,Dalen Terry,2002-07-12,USA,6-7,195.0,25,Forward,1610612741,Bulls,CHI,Chicago,2022.0,2022.0,2022,1,18
1629150,Emanuel,Terry,Emanuel Terry,1996-08-21,USA,6-9,220.0,,Forward,0,,,,2018.0,2021.0,Undrafted,Undrafted,Undrafted
1630179,Tyrell,Terry,Tyrell Terry,2000-09-28,USA,6-2,160.0,3,Guard,1610612763,Grizzlies,MEM,Memphis,2020.0,2021.0,2020,2,31
1630257,Jon,Teske,Jon Teske,1997-05-04,USA,7-1,265.0,,Center,0,,,,2021.0,2021.0,Undrafted,Undrafted,Undrafted
201934,Hasheem,Thabeet,Hasheem Thabeet,1987-02-16,Tanzania,7-3,263.0,34,Center,1610612763,Grizzlies,MEM,Memphis,2009.0,2013.0,2009,1,2
1628464,Daniel,Theis,Daniel Theis,1992-04-04,Germany,6-8,245.0,27,Forward-Center,1610612754,Pacers,IND,Indiana,2017.0,2022.0,Undrafted,Undrafted,Undrafted
78311,Peter,Thibeaux,Peter Thibeaux,1961-10-03,USA,6-7,210.0,7,Forward,1610612744,Warriors,GOS,Golden State,1984.0,1985.0,1983,4,77
78314,David,Thirdkill,David Thirdkill,1960-04-12,USA,6-7,195.0,45,Forward,1610612738,Celtics,BOS,Boston,1982.0,1986.0,1982,1,15
2873,Billy,Thomas,Billy Thomas,1975-12-23,USA,6-5,220.0,12,Guard,1610612751,Nets,NJN,New Jersey,2004.0,2007.0,Undrafted,Undrafted,Undrafted
1630271,Brodric,Thomas,Brodric Thomas,1997-01-28,USA,6-5,185.0,97,Guard,1610612738,Celtics,BOS,Boston,2020.0,2021.0,Undrafted,Undrafted,Undrafted
1630560,Cam,Thomas,Cam Thomas,2001-10-13,Japan,6-3,210.0,24,Guard,1610612751,Nets,BKN,Brooklyn,2021.0,2022.0,2021,1,27
1063,Carl,Thomas,Carl Thomas,1969-10-03,USA,6-4,195.0,30,Guard,1610612739,Cavaliers,CLE,Cleveland,1991.0,1997.0,Undrafted,Undrafted,Undrafted
78317,Irving,Thomas,Irving Thomas,1966-01-02,USA,6-8,225.0,30,Forward,1610612747,Lakers,LAL,Los Angeles,1990.0,1990.0,Undrafted,Undrafted,Undrafted
202738,Isaiah,Thomas,Isaiah Thomas,1989-02-07,USA,5-9,185.0,4,Guard,1610612766,Hornets,CHA,Charlotte,2011.0,2021.0,2011,2,60
78318,Isiah,Thomas,Isiah Thomas,1961-04-30,USA,6-1,180.0,11,Guard,1610612765,Pistons,DET,Detroit,1981.0,1993.0,1981,1,2
2839,James,Thomas,James Thomas,1980-11-22,USA,6-9,245.0,,Forward,0,,,,2004.0,2005.0,Undrafted,Undrafted,Undrafted
78320,Jim,Thomas,Jim Thomas,1960-10-19,USA,6-3,190.0,20,Guard,1610612754,Pacers,IND,Indiana,1983.0,1990.0,1983,2,40
1903,Kenny,Thomas,Kenny Thomas,1977-07-25,USA,6-7,245.0,,Center-Forward,0,,,,1999.0,2009.0,1999,1,22
1629017,Khyri,Thomas,Khyri Thomas,1996-05-08,USA,6-3,210.0,13,Guard,1610612765,Pistons,DET,Detroit,2018.0,2020.0,2018,2,38
703,Kurt,Thomas,Kurt Thomas,1972-10-04,USA,6-9,240.0,,Forward,0,,,,1995.0,2012.0,1995,1,10
202952,Malcolm,Thomas,Malcolm Thomas,1988-11-08,USA,6-9,225.0,,Forward,0,,,,2011.0,2014.0,Undrafted,Undrafted,Undrafted
1629744,Matt,Thomas,Matt Thomas,1994-08-04,USA,6-3,190.0,21,Guard,1610612741,Bulls,CHI,Chicago,2019.0,2021.0,Undrafted,Undrafted,Undrafted
1501,Tim,Thomas,Tim Thomas,1977-02-26,USA,6-10,240.0,7,Forward,1610612749,Bucks,MIL,Milwaukee,1997.0,2009.0,1997,1,7
200748,Tyrus,Thomas,Tyrus Thomas,1986-08-17,USA,6-10,225.0,,Forward,0,,,,2006.0,2014.0,2006,1,4
202717,Trey,Thompkins,Trey Thompkins,1990-05-29,USA,6-10,245.0,33,Forward,1610612746,Clippers,LAC,Los Angeles,2011.0,2011.0,2011,2,37
1631,Billy,Thompson,Billy Thompson,1963-12-01,USA,6-7,195.0,55,Forward,1610612748,Heat,MIA,Miami,1986.0,1991.0,1986,1,19
240,Brooks,Thompson,Brooks Thompson,1970-07-19,USA,6-4,193.0,,Guard,0,,,,1994.0,1997.0,1994,1,27
78325,Corny,Thompson,Corny Thompson,1960-02-05,USA,6-8,225.0,25,Forward,1610612742,Mavericks,DAL,Dallas,1982.0,1982.0,1982,3,50
101159,Dijon,Thompson,Dijon Thompson,1983-03-23,USA,6-8,200.0,,Guard-Forward,0,,,,2005.0,2006.0,2005,2,54
201574,Jason,Thompson,Jason Thompson,1986-07-21,USA,6-11,250.0,1,Forward-Center,1610612758,Kings,SAC,Sacramento,2008.0,2015.0,2008,1,12
78329,Kevin,Thompson,Kevin Thompson,1971-02-07,USA,6-11,260.0,35,Center,1610612757,Trail Blazers,POR,Portland,1993.0,1993.0,1993,2,48
202691,Klay,Thompson,Klay Thompson,1990-02-08,USA,6-6,220.0,11,Guard,1610612744,Warriors,GSW,Golden State,2011.0,2022.0,2011,1,11
78331,Mychal,Thompson,Mychal Thompson,1955-01-30,USA,6-10,226.0,43,Center,1610612757,Trail Blazers,POR,Portland,1978.0,1990.0,1978,1,1
78332,Paul,Thompson,Paul Thompson,1961-05-25,USA,6-6,210.0,44,Guard,1610612739,Cavaliers,CLE,Cleveland,1983.0,1985.0,1983,3,50
78333,Stephen,Thompson,Stephen Thompson,1968-12-02,USA,6-4,185.0,5,Forward,1610612758,Kings,SAC,Sacramento,1991.0,1991.0,Undrafted,Undrafted,Undrafted
202684,Tristan,Thompson,Tristan Thompson,1991-03-13,Canada,6-9,254.0,3,Center-Forward,1610612741,Bulls,CHI,Chicago,2011.0,2021.0,2011,1,4
1630550,JT,Thor,JT Thor,2002-08-26,USA,6-9,203.0,21,Forward,1610612766,Hornets,CHA,Charlotte,2021.0,2022.0,2021,2,37
201154,Al,Thornton,Al Thornton,1983-12-07,USA,6-8,235.0,23,Forward,1610612746,Clippers,LAC,Los Angeles,2007.0,2010.0,2007,1,14
738,Bob,Thornton,Bob Thornton,1962-07-10,USA,6-10,225.0,34,Forward,1610612755,76ers,PHI,Philadelphia,1985.0,1995.0,1984,4,87
201977,Marcus,Thornton,Marcus Thornton,1987-06-05,USA,6-4,205.0,,Guard-Forward,0,,,,2009.0,2016.0,2009,2,43
1628414,Sindarius,Thornwell,Sindarius Thornwell,1994-11-15,USA,6-4,215.0,15,Guard,1610612746,Clippers,LAC,LA,2017.0,2020.0,2017,2,48
9,Sedale,Threatt,Sedale Threatt,1961-09-10,USA,6-2,185.0,2,Guard,1610612747,Lakers,LAL,Los Angeles,1983.0,1996.0,1983,6,139
1629680,Matisse,Thybulle,Matisse Thybulle,1997-03-04,USA,6-5,201.0,4,Guard-Forward,1610612757,Trail Blazers,POR,Portland,2019.0,2022.0,2019,1,20
1629681,Killian,Tillie,Killian Tillie,1998-03-05,France,6-9,220.0,35,Forward-Center,1610612763,Grizzlies,MEM,Memphis,2020.0,2021.0,Undrafted,Undrafted,Undrafted
78343,Darren,Tillis,Darren Tillis,1960-02-23,USA,6-11,215.0,22,Center,1610612744,Warriors,GOS,Golden State,1982.0,1983.0,1982,1,23
2224,Jamaal,Tinsley,Jamaal Tinsley,1978-02-28,USA,6-3,188.0,,Guard,0,,,,2001.0,2013.0,2001,1,27
47,Wayman,Tisdale,Wayman Tisdale,1964-06-09,USA,6-9,260.0,23,Forward,1610612758,Kings,SAC,Sacramento,1985.0,1996.0,1985,1,2
1627861,Mike,Tobey,Mike Tobey,1994-10-10,USA,7-0,260.0,,Center,0,,,,2016.0,2016.0,Undrafted,Undrafted,Undrafted
78348,Ray,Tolbert,Ray Tolbert,1958-09-10,USA,6-9,225.0,44,Forward,1610612760,SuperSonics,SEA,Seattle,1981.0,1988.0,1981,1,18
78347,Tom,Tolbert,Tom Tolbert,1965-10-16,USA,6-7,235.0,39,Forward,1610612744,Warriors,GOS,Golden State,1988.0,1994.0,1988,2,34
201229,Anthony,Tolliver,Anthony Tolliver,1985-06-01,USA,6-8,240.0,43,Forward,1610612765,Pistons,DET,Detroit,2008.0,2020.0,Undrafted,Undrafted,Undrafted
78351,Andrew,Toney,Andrew Toney,1957-11-23,USA,6-3,178.0,22,Guard,1610612755,76ers,PHI,Philadelphia,1980.0,1987.0,1980,1,8
78352,Sedric,Toney,Sedric Toney,1962-04-13,USA,6-2,178.0,4,Guard,1610612737,Hawks,ATL,Atlanta,1985.0,1993.0,1985,3,59
342,Andy,Toolson,Andy Toolson,1966-01-19,USA,6-6,210.0,5,Forward,1610612762,Jazz,UTA,Utah,1990.0,1995.0,Undrafted,Undrafted,Undrafted
1630167,Obi,Toppin,Obi Toppin,1998-03-04,USA,6-9,220.0,1,Forward,1610612752,Knicks,NYK,New York,2020.0,2022.0,2020,1,8
1629308,Juan,Toscano-Anderson,Juan Toscano-Anderson,1993-04-10,USA,6-6,209.0,95,Forward,1610612762,Jazz,UTA,Utah,2019.0,2022.0,Undrafted,Undrafted,Undrafted
1626253,Axel,Toupane,Axel Toupane,1992-07-23,France,6-7,210.0,66,Guard-Forward,1610612743,Nuggets,DEN,Denver,2015.0,2020.0,Undrafted,Undrafted,Undrafted
700,Keith,Tower,Keith Tower,1970-05-15,USA,6-11,250.0,,Center,0,,,,1993.0,1996.0,Undrafted,Undrafted,Undrafted
1626157,Karl-Anthony,Towns,Karl-Anthony Towns,1995-11-15,USA,7-0,248.0,32,Center-Forward,1610612750,Timberwolves,MIN,Minnesota,2015.0,2022.0,2015,1,1
718,Gary,Trent,Gary Trent,1974-09-22,USA,6-8,250.0,20,Forward,1610612750,Timberwolves,MIN,Minnesota,1995.0,2003.0,1995,1,11
2244,Jeff,Trepagnier,Jeff Trepagnier,1979-07-11,USA,6-4,200.0,4,Guard,1610612743,Nuggets,DEN,Denver,2001.0,2003.0,2001,2,35
78369,Kelly,Tripucka,Kelly Tripucka,1959-02-16,USA,6-6,220.0,7,Forward,1610612765,Pistons,DET,Detroit,1981.0,1990.0,1981,1,12
2054,Jake,Tsakalidis,Jake Tsakalidis,1979-06-10,Greece,7-2,290.0,25,Center,1610612756,Suns,PHX,Phoenix,2000.0,2006.0,2000,1,25
201169,Alando,Tucker,Alando Tucker,1984-02-11,USA,6-6,205.0,,Forward,0,,,,2007.0,2009.0,2007,1,29
1629730,Rayjon,Tucker,Rayjon Tucker,1997-09-24,USA,6-3,209.0,59,Guard,1610612749,Bucks,MIL,Milwaukee,2019.0,2021.0,Undrafted,Undrafted,Undrafted
78375,Trent,Tucker,Trent Tucker,1959-12-20,USA,6-5,193.0,6,Guard,1610612752,Knicks,NYK,New York,1982.0,1992.0,1982,1,6
101142,Ronny,Turiaf,Ronny Turiaf,1983-01-13,France,6-10,249.0,,Center,0,,,,2005.0,2014.0,2005,2,37
2045,Hedo,Turkoglu,Hedo Turkoglu,1979-03-19,Turkey,6-10,220.0,15,Forward,1610612753,Magic,ORL,Orlando,2000.0,2014.0,2000,1,16
78378,Elston,Turner,Elston Turner,1959-06-10,USA,6-5,190.0,21,Guard,1610612743,Nuggets,DEN,Denver,1981.0,1988.0,1981,2,43
202323,Evan,Turner,Evan Turner,1988-10-27,USA,6-6,220.0,1,Guard-Forward,1610612755,76ers,PHI,Philadelphia,2010.0,2019.0,2010,1,2
78381,Jeff,Turner,Jeff Turner,1962-04-09,USA,6-9,230.0,31,Forward,1610612753,Magic,ORL,Orlando,1984.0,1995.0,1984,1,17
1819,John,Turner,John Turner,1967-11-30,USA,6-8,245.0,40,Forward,1610612745,Rockets,HOU,Houston,1991.0,1991.0,1991,1,20
1626167,Myles,Turner,Myles Turner,1996-03-24,USA,6-11,250.0,33,Center-Forward,1610612754,Pacers,IND,Indiana,2015.0,2022.0,2015,1,11
1943,Wayne,Turner,Wayne Turner,1976-03-22,USA,6-2,190.0,,Guard,0,,,,1999.0,1999.0,Undrafted,Undrafted,Undrafted
78386,Mel,Turpin,Mel Turpin,1960-12-28,USA,6-11,240.0,50,Center,1610612739,Cavaliers,CLE,Cleveland,1984.0,1989.0,1984,1,6
189,B.J.,Tyler,B.J. Tyler,1971-04-30,USA,6-1,185.0,1,Guard,1610612755,76ers,PHI,Philadelphia,1994.0,1994.0,1994,1,20
202719,Jeremy,Tyler,Jeremy Tyler,1991-06-21,USA,6-10,250.0,4,Forward,1610612744,Warriors,GSW,Golden State,2011.0,2013.0,2011,2,39
78390,Terry,Tyler,Terry Tyler,1956-10-30,USA,6-7,215.0,41,Forward,1610612765,Pistons,DET,Detroit,1978.0,1988.0,1978,2,23
202775,Edwin,Ubiles,Edwin Ubiles,1986-11-26,Puerto Rico,6-6,204.0,,Forward-Guard,0,,,,2011.0,2011.0,Undrafted,Undrafted,Undrafted
202327,Ekpe,Udoh,Ekpe Udoh,1987-05-20,USA,6-10,245.0,33,Center-Forward,1610612749,Bucks,MIL,Milwaukee,2010.0,2018.0,2010,1,6
2137,Ime,Udoka,Ime Udoka,1977-08-09,USA,6-5,220.0,,Guard-Forward,0,,,,2003.0,2010.0,Undrafted,Undrafted,Undrafted
2757,Beno,Udrih,Beno Udrih,1982-07-05,Slovenia,6-3,205.0,19,Guard,1610612758,Kings,SAC,Sacramento,2004.0,2016.0,2004,1,28
1627755,Tyler,Ulis,Tyler Ulis,1996-01-05,USA,5-10,160.0,,Guard,0,,,,2016.0,2018.0,2016,2,34
78394,Kelvin,Upshaw,Kelvin Upshaw,1963-01-24,USA,6-2,180.0,5,Guard,1610612742,Mavericks,DAL,Dallas,1988.0,1990.0,Undrafted,Undrafted,Undrafted
1627784,Jarrod,Uthoff,Jarrod Uthoff,1993-05-19,USA,6-9,220.0,7,Forward,1610612742,Mavericks,DAL,Dallas,2016.0,2019.0,Undrafted,Undrafted,Undrafted
201987,Robert,Vaden,Robert Vaden,1985-03-03,USA,6-5,205.0,30,Guard-Forward,1610612760,Thunder,OKC,Oklahoma City,2010.0,2010.0,2009,2,54
78395,Darnell,Valentine,Darnell Valentine,1959-02-03,USA,6-2,183.0,1,Guard,1610612757,Trail Blazers,POR,Portland,1981.0,1990.0,1981,1,16
89,Nick,Van Exel,Nick Van Exel,1971-11-27,USA,6-1,190.0,31,Guard,1610612747,Lakers,LAL,Los Angeles,1993.0,2005.0,1993,2,37
1496,Keith,Van Horn,Keith Van Horn,1975-10-23,USA,6-10,245.0,2,Forward,1610612751,Nets,NJN,New Jersey,1997.0,2005.0,1997,1,2
1627832,Fred,VanVleet,Fred VanVleet,1994-02-25,USA,6-0,197.0,23,Guard,1610612761,Raptors,TOR,Toronto,2016.0,2022.0,Undrafted,Undrafted,Undrafted
78403,Log,Vander Velden,Log Vander Velden,1971-04-03,USA,6-8,215.0,25,Forward,1610612746,Clippers,LAC,Los Angeles,1995.0,1995.0,Undrafted,Undrafted,Undrafted
1629020,Jarred,Vanderbilt,Jarred Vanderbilt,1999-04-03,USA,6-8,214.0,2,Forward,1610612747,Lakers,LAL,Los Angeles,2018.0,2022.0,2018,2,41
78404,Kiki,Vandeweghe,Kiki Vandeweghe,1958-08-01,USA,6-8,220.0,55,Forward,1610612743,Nuggets,DEN,Denver,1980.0,1992.0,1980,1,11
2128,David,Vanterpool,David Vanterpool,1973-03-21,USA,6-5,200.0,22,Guard,1610612764,Wizards,WAS,Washington,2000.0,2000.0,Undrafted,Undrafted,Undrafted
2237,Ratko,Varda,Ratko Varda,1979-05-06,Bosnia and Herzegovina,7-1,265.0,50,Center,1610612765,Pistons,DET,Detroit,2001.0,2002.0,Undrafted,Undrafted,Undrafted
202363,Jarvis,Varnado,Jarvis Varnado,1988-03-01,USA,6-9,230.0,40,Forward-Center,1610612755,76ers,PHI,Philadelphia,2012.0,2013.0,2010,2,41
202349,Greivis,Vasquez,Greivis Vasquez,1987-01-16,Venezuela,6-6,217.0,,Guard,0,,,,2010.0,2016.0,2010,1,28
710,David,Vaughn,David Vaughn,1973-03-23,USA,6-9,240.0,,Forward,0,,,,1995.0,1998.0,1995,1,25
1521,Jacque,Vaughn,Jacque Vaughn,1975-02-11,USA,6-1,190.0,11,Guard,1610612762,Jazz,UTA,Utah,1997.0,2008.0,1997,1,27
1626173,Rashad,Vaughn,Rashad Vaughn,1996-08-16,USA,6-6,202.0,,Guard,0,,,,2015.0,2017.0,2015,1,17
919,Loy,Vaught,Loy Vaught,1968-02-27,USA,6-9,240.0,35,Forward-Center,1610612746,Clippers,LAC,Los Angeles,1990.0,2000.0,1990,1,13
78414,Peter,Verhoeven,Peter Verhoeven,1959-02-15,USA,6-9,215.0,50,Forward,1610612757,Trail Blazers,POR,Portland,1981.0,1986.0,1981,4,85
78415,Gundars,Vetra,Gundars Vetra,1967-05-22,Latvia,6-6,195.0,2,Forward,1610612750,Timberwolves,MIN,Minnesota,1992.0,1992.0,Undrafted,Undrafted,Undrafted
78416,Joao,Vianna,Joao Vianna,1966-11-15,Brazil,6-9,215.0,31,Forward,1610612742,Mavericks,DAL,Dallas,1991.0,1991.0,Undrafted,Undrafted,Undrafted
1630492,Luca,Vildoza,Luca Vildoza,1995-08-11,Argentina,6-3,190.0,6,Guard,1610612749,Bucks,MIL,Milwaukee,2020.0,2021.0,Undrafted,Undrafted,Undrafted
1629216,Gabe,Vincent,Gabe Vincent,1996-06-14,USA,6-2,200.0,2,Guard,1610612748,Heat,MIA,Miami,2019.0,2022.0,Undrafted,Undrafted,Undrafted
78418,Jay,Vincent,Jay Vincent,1959-06-10,USA,6-7,220.0,3,Forward,1610612742,Mavericks,DAL,Dallas,1981.0,1989.0,1981,2,24
78417,Sam,Vincent,Sam Vincent,1963-05-18,USA,6-2,185.0,11,Guard,1610612753,Magic,ORL,Orlando,1985.0,1991.0,1985,1,20
1844,Fred,Vinson,Fred Vinson,1971-01-28,USA,6-4,190.0,,Guard,0,,,,1994.0,1999.0,Undrafted,Undrafted,Undrafted
78419,Gary,Voce,Gary Voce,1965-11-24,USA,6-9,240.0,54,Forward,1610612739,Cavaliers,CLE,Cleveland,1989.0,1989.0,Undrafted,Undrafted,Undrafted
78421,Alexander,Volkov,Alexander Volkov,1964-03-29,Ukraine,6-10,218.0,8,Center,1610612737,Hawks,ATL,Atlanta,1989.0,1991.0,1986,6,134
1037,Stojko,Vrankovic,Stojko Vrankovic,1964-01-22,Croatia,7-2,260.0,,Center,0,,,,1990.0,1998.0,Undrafted,Undrafted,Undrafted
2761,Jackson,Vroman,Jackson Vroman,1981-06-06,USA,6-10,220.0,,Forward-Center,0,,,,2004.0,2005.0,2004,2,31
202696,Nikola,Vucevic,Nikola Vucevic,1990-10-24,Montenegro,6-10,260.0,9,Center,1610612741,Bulls,CHI,Chicago,2011.0,2022.0,2011,1,16
2756,Sasha,Vujacic,Sasha Vujacic,1984-03-08,Slovenia,6-7,195.0,18,Guard,1610612747,Lakers,LAL,Los Angeles,2004.0,2016.0,2004,1,27
2548,Dwyane,Wade,Dwyane Wade,1982-01-17,USA,6-4,220.0,3,Guard,1610612748,Heat,MIA,Miami,2003.0,2018.0,2003,1,5
78426,Mark,Wade,Mark Wade,1965-10-15,USA,5-11,160.0,10,Guard,1610612744,Warriors,GOS,Golden State,1987.0,1989.0,Undrafted,Undrafted,Undrafted
101144,Von,Wafer,Von Wafer,1985-07-21,USA,6-5,209.0,1,Guard,1610612745,Rockets,HOU,Houston,2005.0,2011.0,2005,2,39
2402,Dajuan,Wagner,Dajuan Wagner,1983-02-04,USA,6-3,200.0,,Guard,0,,,,2002.0,2006.0,2002,1,6
1630532,Franz,Wagner,Franz Wagner,2001-08-27,Germany,6-10,220.0,22,Forward,1610612753,Magic,ORL,Orlando,2021.0,2022.0,2021,1,8
1629021,Moritz,Wagner,Moritz Wagner,1997-04-26,Germany,6-11,245.0,21,Forward-Center,1610612753,Magic,ORL,Orlando,2018.0,2022.0,2018,1,25
1630688,Ish,Wainright,Ish Wainright,1994-09-12,USA,6-5,250.0,12,Forward,1610612756,Suns,PHX,Phoenix,2021.0,2022.0,Undrafted,Undrafted,Undrafted
203079,Dion,Waiters,Dion Waiters,1991-12-10,USA,6-3,210.0,18,Guard,1610612739,Cavaliers,CLE,Cleveland,2012.0,2019.0,2012,1,4
78430,Granville,Waiters,Granville Waiters,1961-01-08,USA,6-11,225.0,31,Center,1610612754,Pacers,IND,Indiana,1983.0,1987.0,1983,2,39
952,Antoine,Walker,Antoine Walker,1976-08-12,USA,6-9,245.0,24,Forward,1610612738,Celtics,BOS,Boston,1996.0,2007.0,1996,1,6
78437,Darrell,Walker,Darrell Walker,1961-03-09,USA,6-4,180.0,20,Guard,1610612764,Bullets,WAS,Washington,1983.0,1992.0,1983,1,12
78436,Foots,Walker,Foots Walker,1951-05-21,USA,6-1,172.0,1,Guard,1610612739,Cavaliers,CLE,Cleveland,1974.0,1983.0,1974,3,38
1631133,Jabari,Walker,Jabari Walker,2002-07-30,USA,6-7,200.0,34,Forward,1610612757,Trail Blazers,POR,Portland,2022.0,2022.0,2022,2,57
202689,Kemba,Walker,Kemba Walker,1990-05-08,USA,6-0,184.0,,Guard,0,,,,2011.0,2022.0,2011,1,9
955,Samaki,Walker,Samaki Walker,1976-02-25,USA,6-9,260.0,,Forward,0,,,,1996.0,2005.0,1996,1,9
1629022,Lonnie,Walker IV,Lonnie Walker IV,1998-12-14,USA,6-4,204.0,4,Guard-Forward,1610612747,Lakers,LAL,Los Angeles,2018.0,2022.0,2018,1,18
202322,John,Wall,John Wall,1990-09-06,USA,6-3,210.0,,Guard,0,,,,2010.0,2022.0,2010,1,1
1112,Ben,Wallace,Ben Wallace,1974-09-10,USA,6-9,240.0,6,Forward-Center,1610612765,Pistons,DET,Detroit,1996.0,2011.0,Undrafted,Undrafted,Undrafted
2222,Gerald,Wallace,Gerald Wallace,1982-07-23,USA,6-7,220.0,45,Forward,1610612766,Bobcats,CHA,Charlotte,2001.0,2014.0,2001,1,25
961,John,Wallace,John Wallace,1974-02-09,USA,6-9,225.0,22,Forward,1610612761,Raptors,TOR,Toronto,1996.0,2003.0,1996,1,18
739,Rasheed,Wallace,Rasheed Wallace,1974-09-17,USA,6-11,230.0,,Forward-Center,0,,,,1995.0,2012.0,1995,1,4
1627820,Tyrone,Wallace,Tyrone Wallace,1994-06-10,USA,6-5,198.0,,Guard,0,,,,2017.0,2021.0,2016,2,60
78445,Jamie,Waller,Jamie Waller,1964-11-20,USA,6-4,215.0,15,Forward,1610612751,Nets,NJN,New Jersey,1987.0,1987.0,1987,3,48
101190,Matt,Walsh,Matt Walsh,1982-12-02,USA,6-6,220.0,,Guard-Forward,0,,,,2005.0,2005.0,Undrafted,Undrafted,Undrafted
777,Rex,Walters,Rex Walters,1970-03-12,USA,6-4,190.0,,Guard,0,,,,1993.0,1999.0,1993,1,16
78450,Bill,Walton,Bill Walton,1952-11-05,USA,6-11,210.0,32,Center,1610612757,Trail Blazers,POR,Portland,1974.0,1986.0,1974,1,1
